"会話ID","name","text","charId","演出備考"
"FIRE_VOLCANO_CLEAR","システム","グラドは黒ずんだ火の幕に包まれ、火口の奥へ退いていった。
残された炎は、ゆっくりとプリズムへ戻り始める。","","種別=会話; 行=6/8; 参照=fire_volcano_glad_clear:actions[0]; event=fire_volcano_glad_clear; actions=[CONV(value=""FIRE_VOLCANO_CLEAR"") -> FLAG(key=""firePrismRestored"") -> STEP(value=2) -> SUB(value=7) -> LOG(value=""火のプリズムに炎の力が戻った。炎の里へ報告しよう。"")]"
"FIRE_VOLCANO_CLEAR","シャオ","今の黒い火……やっぱり闇の力なのか？
王国軍が、なんであんなものを……。","105","種別=会話; 行=7/8; 参照=fire_volcano_glad_clear:actions[0]; event=fire_volcano_glad_clear; actions=[CONV(value=""FIRE_VOLCANO_CLEAR"") -> FLAG(key=""firePrismRestored"") -> STEP(value=2) -> SUB(value=7) -> LOG(value=""火のプリズムに炎の力が戻った。炎の里へ報告しよう。"")]"
"FIRE_VOLCANO_CLEAR","シャオ","……でも、あいつ自身も炎が言うことを聞かないって顔してた。
今は里へ戻ろう。長に報告しないと。","105","種別=会話; 行=8/8; 参照=fire_volcano_glad_clear:actions[0]; event=fire_volcano_glad_clear; actions=[CONV(value=""FIRE_VOLCANO_CLEAR"") -> FLAG(key=""firePrismRestored"") -> STEP(value=2) -> SUB(value=7) -> LOG(value=""火のプリズムに炎の力が戻った。炎の里へ報告しよう。"")]"
"FIRE_VILLAGE_REPORT","里の長","ありがとうございます、[N:301]様。
炉の火が戻り、鍛冶屋達も仕事を再開できました。","","種別=会話; 行=1/8; 参照=fire_village_report:actions[0]; event=fire_village_report; actions=[CONV(value=""FIRE_VILLAGE_REPORT"") -> ALLY(value=105) -> UNLOCK(value=""smith"") -> FLAG(key=""fireVillageCleared"") -> STEP(value=3) -> SUB(value=0) -> LOG(value=""鍛冶機能が解放された。北の風の集落へ向かおう。"")]"
"FIRE_VILLAGE_REPORT","シャオ","火山を荒らしていたのは王国軍です。
奥地で何か、結晶のようなものを歪めていました。","105","種別=会話; 行=2/8; 参照=fire_village_report:actions[0]; event=fire_village_report; actions=[CONV(value=""FIRE_VILLAGE_REPORT"") -> ALLY(value=105) -> UNLOCK(value=""smith"") -> FLAG(key=""fireVillageCleared"") -> STEP(value=3) -> SUB(value=0) -> LOG(value=""鍛冶機能が解放された。北の風の集落へ向かおう。"")]"
"FIRE_VILLAGE_REPORT","里の長","結晶！
それは、火山に納められている火のプリズムです。","","種別=会話; 行=3/8; 参照=fire_village_report:actions[0]; event=fire_village_report; actions=[CONV(value=""FIRE_VILLAGE_REPORT"") -> ALLY(value=105) -> UNLOCK(value=""smith"") -> FLAG(key=""fireVillageCleared"") -> STEP(value=3) -> SUB(value=0) -> LOG(value=""鍛冶機能が解放された。北の風の集落へ向かおう。"")]"
"FIRE_VILLAGE_REPORT","里の長","プリズムとは、この世界を司る六属性を秘めた、
神の加護を受けた結晶です。それをまさか…","","種別=会話; 行=4/8; 参照=fire_village_report:actions[0]; event=fire_village_report; actions=[CONV(value=""FIRE_VILLAGE_REPORT"") -> ALLY(value=105) -> UNLOCK(value=""smith"") -> FLAG(key=""fireVillageCleared"") -> STEP(value=3) -> SUB(value=0) -> LOG(value=""鍛冶機能が解放された。北の風の集落へ向かおう。"")]"
"FIRE_VILLAGE_REPORT","シャオ","…王国軍は、闇の力を纏っていた。
忌むべき魔族がかかわっている可能性がある。放っておくことはできない。","105","種別=会話; 行=5/8; 参照=fire_village_report:actions[0]; event=fire_village_report; actions=[CONV(value=""FIRE_VILLAGE_REPORT"") -> ALLY(value=105) -> UNLOCK(value=""smith"") -> FLAG(key=""fireVillageCleared"") -> STEP(value=3) -> SUB(value=0) -> LOG(value=""鍛冶機能が解放された。北の風の集落へ向かおう。"")]"
"FIRE_VILLAGE_REPORT","里の長","プリズムの力は、5年前にも王国の儀式により暴走したことがあります。まさか、またあの悪夢を繰り返すつもりでしょうか…","","種別=会話; 行=6/8; 参照=fire_village_report:actions[0]; event=fire_village_report; actions=[CONV(value=""FIRE_VILLAGE_REPORT"") -> ALLY(value=105) -> UNLOCK(value=""smith"") -> FLAG(key=""fireVillageCleared"") -> STEP(value=3) -> SUB(value=0) -> LOG(value=""鍛冶機能が解放された。北の風の集落へ向かおう。"")]"
"FIRE_VILLAGE_REPORT","里の長","…この里の北に、風のプリズムを祀る集落がございます。何か問題が起きているやもしれません。","","種別=会話; 行=7/8; 参照=fire_village_report:actions[0]; event=fire_village_report; actions=[CONV(value=""FIRE_VILLAGE_REPORT"") -> ALLY(value=105) -> UNLOCK(value=""smith"") -> FLAG(key=""fireVillageCleared"") -> STEP(value=3) -> SUB(value=0) -> LOG(value=""鍛冶機能が解放された。北の風の集落へ向かおう。"")]"
"FIRE_VILLAGE_REPORT","里の長","皆さんには大変お世話になりました。もし王国軍と戦うなら、里の鍛冶屋も使ってやってください。","","種別=会話; 行=8/8; 参照=fire_village_report:actions[0]; event=fire_village_report; actions=[CONV(value=""FIRE_VILLAGE_REPORT"") -> ALLY(value=105) -> UNLOCK(value=""smith"") -> FLAG(key=""fireVillageCleared"") -> STEP(value=3) -> SUB(value=0) -> LOG(value=""鍛冶機能が解放された。北の風の集落へ向かおう。"")]"
"FIRE_VILLAGE_ELDER_IDLE","里の長","火はまだ細い。イグナ火山に納めた火のプリズムで、何かが起きているのだろう。","","種別=会話; 行=1/1; 参照=fire_village_elder_idle:actions[0]; event=fire_village_elder_idle; actions=[CONV(value=""FIRE_VILLAGE_ELDER_IDLE"")]"
"FIRE_VILLAGE_ELDER_DURING_VOLCANO","里の長","火山の奥へは、北の火山道がつながっている。
…戻れぬ者も出ておる。無理はなされぬよう……","","種別=会話; 行=1/1; 参照=fire_village_elder_during_volcano:actions[0]; event=fire_village_elder_during_volcano; actions=[CONV(value=""FIRE_VILLAGE_ELDER_DURING_VOLCANO"")]"
"FIRE_VILLAGE_ELDER_AFTER_CLEAR","里の長","炉の音が戻った。だが王国軍がプリズムに手をかけた事実は、消えぬ火種として残る。","","種別=会話; 行=1/2; 参照=fire_village_elder_after_clear:actions[0]; event=fire_village_elder_after_clear; actions=[CONV(value=""FIRE_VILLAGE_ELDER_AFTER_CLEAR"")]"
"FIRE_VILLAGE_ELDER_AFTER_CLEAR","里の長","北の風の集落へ行くがよい。風は噂より早く、世界の歪みを運ぶ。","","種別=会話; 行=2/2; 参照=fire_village_elder_after_clear:actions[0]; event=fire_village_elder_after_clear; actions=[CONV(value=""FIRE_VILLAGE_ELDER_AFTER_CLEAR"")]"
"TOWN_FIRE_VILLAGER_1","鍛冶師","聞こえるか。炉が、また飯を食い始めた。
腹を空かせた音ってのは、悪くねえ。","1002","種別=会話; 行=1/2; 参照=town_fire_villager_1:actions[0]; event=town_fire_villager_1; actions=[CONV(value=""TOWN_FIRE_VILLAGER_1"")]"
"TOWN_FIRE_VILLAGER_1","鍛冶師","礼なら後でいい。まず鍬を直す。
畑に戻る連中が、道具を待ってる。","1002","種別=会話; 行=2/2; 参照=town_fire_villager_1:actions[0]; event=town_fire_villager_1; actions=[CONV(value=""TOWN_FIRE_VILLAGER_1"")]"
"TOWN_FIRE_VILLAGER_3_AFTER","里人","あんたら、やってくれたんだろ！
本当にありがとうな。子供たちが喜んでるよ。","1002","種別=会話; 行=1/4; 参照=town_fire_villager_3_after:actions[0].else[0]; event=town_fire_villager_3_after; actions=[IF_FLAG(key=""fireVillageBlastOrbGiftReceived""){then:[CONV(value=""TOWN_FIRE_VILLAGER_3_AFTER_GIFT"")]}{else:[CONV(value=""TOWN_FIRE_VILLAGER_3_AFTER"") -> ITEM(id=1002,count=3) -> FLAG(key=""fireVillageBlastOrbGiftReceived"")]}]"
"TOWN_FIRE_VILLAGER_3_AFTER","里人","これはこれで大忙しだが、汗をかいていた方がよっぽど性に合うってもんだ。","1002","種別=会話; 行=2/4; 参照=town_fire_villager_3_after:actions[0].else[0]; event=town_fire_villager_3_after; actions=[IF_FLAG(key=""fireVillageBlastOrbGiftReceived""){then:[CONV(value=""TOWN_FIRE_VILLAGER_3_AFTER_GIFT"")]}{else:[CONV(value=""TOWN_FIRE_VILLAGER_3_AFTER"") -> ITEM(id=1002,count=3) -> FLAG(key=""fireVillageBlastOrbGiftReceived"")]}]"
"TOWN_FIRE_VILLAGER_3_AFTER","里人","そうだ、世話になったあんたらにこれをやるよ。
何かに役立ててくれ。","1002","種別=会話; 行=3/4; 参照=town_fire_villager_3_after:actions[0].else[0]; event=town_fire_villager_3_after; actions=[IF_FLAG(key=""fireVillageBlastOrbGiftReceived""){then:[CONV(value=""TOWN_FIRE_VILLAGER_3_AFTER_GIFT"")]}{else:[CONV(value=""TOWN_FIRE_VILLAGER_3_AFTER"") -> ITEM(id=1002,count=3) -> FLAG(key=""fireVillageBlastOrbGiftReceived"")]}]"
"TOWN_FIRE_VILLAGER_3_AFTER","システム","「爆炎球」を3個手に入れた！","","種別=会話; 行=4/4; 参照=town_fire_villager_3_after:actions[0].else[0]; event=town_fire_villager_3_after; actions=[IF_FLAG(key=""fireVillageBlastOrbGiftReceived""){then:[CONV(value=""TOWN_FIRE_VILLAGER_3_AFTER_GIFT"")]}{else:[CONV(value=""TOWN_FIRE_VILLAGER_3_AFTER"") -> ITEM(id=1002,count=3) -> FLAG(key=""fireVillageBlastOrbGiftReceived"")]}]"
"TOWN_FIRE_VILLAGER_3_AFTER_GIFT","里人","爆炎球は火気に気をつけて使ってくれよ。
里じゃまた、いつもの忙しい音が戻ってきた。","1002","種別=会話; 行=1/1; 参照=town_fire_villager_3_after:actions[0].then[0]; event=town_fire_villager_3_after; actions=[IF_FLAG(key=""fireVillageBlastOrbGiftReceived""){then:[CONV(value=""TOWN_FIRE_VILLAGER_3_AFTER_GIFT"")]}{else:[CONV(value=""TOWN_FIRE_VILLAGER_3_AFTER"") -> ITEM(id=1002,count=3) -> FLAG(key=""fireVillageBlastOrbGiftReceived"")]}]"
"LOCKED_WIND_TEMPLE","エリーゼ","森の奥から、風が逆巻いています。神殿は近いはずなのに、道そのものが私たちを拒んでいるみたい。","106","種別=会話; 行=1/2; 参照=locked_wind_temple:actions[0]; event=locked_wind_temple; actions=[CONV(value=""LOCKED_WIND_TEMPLE"")]"
"LOCKED_WIND_TEMPLE","エリーゼ","まず祈りの広場へ行きましょう。あそこの石碑なら、この風の乱れを鎮める手がかりになるはずです。","106","種別=会話; 行=2/2; 参照=locked_wind_temple:actions[0]; event=locked_wind_temple; actions=[CONV(value=""LOCKED_WIND_TEMPLE"")]"
"WIND_VILLAGE_INTRO","エリーゼ","旅の人ですか？ごめんなさい、大人の人たちは…
森に入ってからもう3日も帰ってこないのです。","106","種別=会話; 行=1/11; 参照=wind_village_intro:actions[0]; event=wind_village_intro; actions=[CONV(value=""WIND_VILLAGE_INTRO"") -> ALLY(value=106) -> FLAG(key=""eliseJoinedAtWindVillage"") -> STEP(value=3) -> SUB(value=1) -> LOG(value=""エリーゼが同行した。禁忌の森へ向かおう。"")]"
"WIND_VILLAGE_INTRO","エリーゼ","それからです。
風の流れも止まり、森にはよどんだ空気が…","106","種別=会話; 行=2/11; 参照=wind_village_intro:actions[0]; event=wind_village_intro; actions=[CONV(value=""WIND_VILLAGE_INTRO"") -> ALLY(value=106) -> FLAG(key=""eliseJoinedAtWindVillage"") -> STEP(value=3) -> SUB(value=1) -> LOG(value=""エリーゼが同行した。禁忌の森へ向かおう。"")]"
"WIND_VILLAGE_INTRO","ガイル","なら早く森に助けに行かねえと！
なんで誰も助けにっ……あぁ、そうか…","109","種別=会話; 行=3/11; 参照=wind_village_intro:actions[0]; event=wind_village_intro; actions=[CONV(value=""WIND_VILLAGE_INTRO"") -> ALLY(value=106) -> FLAG(key=""eliseJoinedAtWindVillage"") -> STEP(value=3) -> SUB(value=1) -> LOG(value=""エリーゼが同行した。禁忌の森へ向かおう。"")]"
"WIND_VILLAGE_INTRO","エリーゼ","……はい、この集落には幼い子供がたくさんいて、
最年長の私があてもなく動くわけにもいかず…","106","種別=会話; 行=4/11; 参照=wind_village_intro:actions[0]; event=wind_village_intro; actions=[CONV(value=""WIND_VILLAGE_INTRO"") -> ALLY(value=106) -> FLAG(key=""eliseJoinedAtWindVillage"") -> STEP(value=3) -> SUB(value=1) -> LOG(value=""エリーゼが同行した。禁忌の森へ向かおう。"")]"
"WIND_VILLAGE_INTRO","子ども","あのね、夜にね、変な風が吹いてたんだ。
朝起きたら、お父さんもお母さんも、森に行かなきゃって…僕のこと、見えてないみたいだった。","","種別=会話; 行=5/11; 参照=wind_village_intro:actions[0]; event=wind_village_intro; actions=[CONV(value=""WIND_VILLAGE_INTRO"") -> ALLY(value=106) -> FLAG(key=""eliseJoinedAtWindVillage"") -> STEP(value=3) -> SUB(value=1) -> LOG(value=""エリーゼが同行した。禁忌の森へ向かおう。"")]"
"WIND_VILLAGE_INTRO","エリーゼ","西の森は、昔は聖域と呼ばれていました。
でも、プリズム崩壊の日から魔物があふれて、封じるしかなくなったのです。","106","種別=会話; 行=6/11; 参照=wind_village_intro:actions[0]; event=wind_village_intro; actions=[CONV(value=""WIND_VILLAGE_INTRO"") -> ALLY(value=106) -> FLAG(key=""eliseJoinedAtWindVillage"") -> STEP(value=3) -> SUB(value=1) -> LOG(value=""エリーゼが同行した。禁忌の森へ向かおう。"")]"
"WIND_VILLAGE_INTRO","サラ","プリズム…もしかして、森の奥には風のプリズムが祀られているのでは？だとしたら、王国軍がまた…","110","種別=会話; 行=7/11; 参照=wind_village_intro:actions[0]; event=wind_village_intro; actions=[CONV(value=""WIND_VILLAGE_INTRO"") -> ALLY(value=106) -> FLAG(key=""eliseJoinedAtWindVillage"") -> STEP(value=3) -> SUB(value=1) -> LOG(value=""エリーゼが同行した。禁忌の森へ向かおう。"")]"
"WIND_VILLAGE_INTRO","エリーゼ","風のプリズム…？
あ、聞いたことがあります。
森の奥に、風の神殿があるとか。","106","種別=会話; 行=8/11; 参照=wind_village_intro:actions[0]; event=wind_village_intro; actions=[CONV(value=""WIND_VILLAGE_INTRO"") -> ALLY(value=106) -> FLAG(key=""eliseJoinedAtWindVillage"") -> STEP(value=3) -> SUB(value=1) -> LOG(value=""エリーゼが同行した。禁忌の森へ向かおう。"")]"
"WIND_VILLAGE_INTRO","エリーゼ","…森へ行ってくれるんですか？
それなら、案内が必要です。私を連れて行ってください！可能性があるなら、私も助けに行きたい！！","106","種別=会話; 行=9/11; 参照=wind_village_intro:actions[0]; event=wind_village_intro; actions=[CONV(value=""WIND_VILLAGE_INTRO"") -> ALLY(value=106) -> FLAG(key=""eliseJoinedAtWindVillage"") -> STEP(value=3) -> SUB(value=1) -> LOG(value=""エリーゼが同行した。禁忌の森へ向かおう。"")]"
"WIND_VILLAGE_INTRO","シャオ","案内は助かる。ありがとう。
是非よろしく頼む。","105","種別=会話; 行=10/11; 参照=wind_village_intro:actions[0]; event=wind_village_intro; actions=[CONV(value=""WIND_VILLAGE_INTRO"") -> ALLY(value=106) -> FLAG(key=""eliseJoinedAtWindVillage"") -> STEP(value=3) -> SUB(value=1) -> LOG(value=""エリーゼが同行した。禁忌の森へ向かおう。"")]"
"WIND_VILLAGE_INTRO","システム","[N:106]が同行することになった！","","種別=会話; 行=11/11; 参照=wind_village_intro:actions[0]; event=wind_village_intro; actions=[CONV(value=""WIND_VILLAGE_INTRO"") -> ALLY(value=106) -> FLAG(key=""eliseJoinedAtWindVillage"") -> STEP(value=3) -> SUB(value=1) -> LOG(value=""エリーゼが同行した。禁忌の森へ向かおう。"")]"
"WIND_VILLAGE_BEFORE_STORY","子ども","大人たち？　いるよ。……たぶん。森の方を見ていると、胸がざわざわするんだ。","","種別=会話; 行=1/2; 参照=wind_village_before_story:actions[0]; event=wind_village_before_story; actions=[CONV(value=""WIND_VILLAGE_BEFORE_STORY"")]"
"WIND_VILLAGE_BEFORE_STORY","エリーゼ","旅の方、風の向きが変です。今はまだ、私にも何が起きているのか分かりません。","106","種別=会話; 行=2/2; 参照=wind_village_before_story:actions[0]; event=wind_village_before_story; actions=[CONV(value=""WIND_VILLAGE_BEFORE_STORY"")]"
"TOWN_WIND_VILLAGER_1_BEFORE","見張り","枝が揺れてるのに、
頬には何も当たらない。","1002","種別=会話; 行=1/2; 参照=town_wind_villager_1_before:actions[0]; event=town_wind_villager_1_before; actions=[CONV(value=""TOWN_WIND_VILLAGER_1_BEFORE"")]"
"TOWN_WIND_VILLAGER_1_BEFORE","見張り","あれは風じゃない。
森の中を、何かが歩いてる。","1002","種別=会話; 行=2/2; 参照=town_wind_villager_1_before:actions[0]; event=town_wind_villager_1_before; actions=[CONV(value=""TOWN_WIND_VILLAGER_1_BEFORE"")]"
"TOWN_WIND_VILLAGER_2","集落の子","泣いた子から寝かせてるんだ。
大人がいないとさ、こんなに大変なんだね。","1003","種別=会話; 行=1/2; 参照=town_wind_villager_2:actions[0]; event=town_wind_villager_2; actions=[CONV(value=""TOWN_WIND_VILLAGER_2"")]"
"TOWN_WIND_VILLAGER_2","集落の子","ご飯を作るのも一苦労でさ…
……はやくお母さんに会いたいな。","1003","種別=会話; 行=2/2; 参照=town_wind_villager_2:actions[0]; event=town_wind_villager_2; actions=[CONV(value=""TOWN_WIND_VILLAGER_2"")]"
"TOWN_WIND_VILLAGER_3","風織り職人","いい布は、風を閉じ込めない。
通り道だけ覚えさせるんだ。","1003","種別=会話; 行=1/3; 参照=town_wind_villager_3:actions[0]; event=town_wind_villager_3; actions=[CONV(value=""TOWN_WIND_VILLAGER_3"")]"
"TOWN_WIND_VILLAGER_3","風織り職人","今の森風は糸を噛む。
織りかけの布が、誰かの袖を掴むみたいに重い。","1003","種別=会話; 行=2/3; 参照=town_wind_villager_3:actions[0]; event=town_wind_villager_3; actions=[CONV(value=""TOWN_WIND_VILLAGER_3"")]"
"TOWN_WIND_VILLAGER_3","風織り職人","風ってのは、急かすだけじゃない。
迷った背中を、少しだけ押してくれるものさ。","1003","種別=会話; 行=3/3; 参照=town_wind_villager_3:actions[0]; event=town_wind_villager_3; actions=[CONV(value=""TOWN_WIND_VILLAGER_3"")]"
"WIND_VILLAGE_ELISE_DURING","エリーゼ","禁忌の森は西です。大人たちは、森に呼ばれるように消えました。急ぎましょう。","106","種別=会話; 行=1/1; 参照=wind_village_elise_during:actions[0]; event=wind_village_elise_during; actions=[CONV(value=""WIND_VILLAGE_ELISE_DURING"")]"
"WIND_FOREST_ENTRY","エリーゼ","ここから先が禁忌の森です。風が、誰かの泣き声みたいに渦を巻いている。","106","種別=会話; 行=1/3; 参照=wind_forest_entry:actions[0]; event=wind_forest_entry; actions=[CONV(value=""WIND_FOREST_ENTRY"") -> FLAG(key=""windForestEntryIntroduced"") -> START_FIXED_DUNGEON(value=""FORBIDDEN_FOREST"")]"
"WIND_FOREST_ENTRY","サラ","火の里と同じなら、待っているほど傷が増えます。
行きましょう。","110","種別=会話; 行=2/3; 参照=wind_forest_entry:actions[0]; event=wind_forest_entry; actions=[CONV(value=""WIND_FOREST_ENTRY"") -> FLAG(key=""windForestEntryIntroduced"") -> START_FIXED_DUNGEON(value=""FORBIDDEN_FOREST"")]"
"WIND_FOREST_ENTRY","エリーゼ","この森は東から入ると道が大きく曲がります。北西の奥へ抜ければ、祈りの広場へ続くはずです。","106","種別=会話; 行=3/3; 参照=wind_forest_entry:actions[0]; event=wind_forest_entry; actions=[CONV(value=""WIND_FOREST_ENTRY"") -> FLAG(key=""windForestEntryIntroduced"") -> START_FIXED_DUNGEON(value=""FORBIDDEN_FOREST"")]"
"WIND_FOREST_GUARDIANS_ENCOUNTER","システム","祈りの広場の石碑に触れると、風が一瞬だけ止まった。","","種別=会話; 行=1/4; 参照=wind_forest_guardians_encounter:actions[0]; event=wind_forest_guardians_encounter; actions=[CONV(value=""WIND_FOREST_GUARDIANS_ENCOUNTER"") -> BOSS(value=[301011,301012],keyRewardColor=""gold"",winEventId=""wind_forest_guardians_clear"")]"
"WIND_FOREST_GUARDIANS_ENCOUNTER","エリーゼ","……静かすぎる。森が息を潜めています。","106","種別=会話; 行=2/4; 参照=wind_forest_guardians_encounter:actions[0]; event=wind_forest_guardians_encounter; actions=[CONV(value=""WIND_FOREST_GUARDIANS_ENCOUNTER"") -> BOSS(value=[301011,301012],keyRewardColor=""gold"",winEventId=""wind_forest_guardians_clear"")]"
"WIND_FOREST_GUARDIANS_ENCOUNTER","システム","黒い風が渦を巻き、シルフウルフとヒールフェアリーの瞳が暗く染まる。","","種別=会話; 行=3/4; 参照=wind_forest_guardians_encounter:actions[0]; event=wind_forest_guardians_encounter; actions=[CONV(value=""WIND_FOREST_GUARDIANS_ENCOUNTER"") -> BOSS(value=[301011,301012],keyRewardColor=""gold"",winEventId=""wind_forest_guardians_clear"")]"
"WIND_FOREST_GUARDIANS_ENCOUNTER","シルフウルフ","近づくな……守らねば……この森を、誰にも渡してはならぬ……！","","種別=会話; 行=4/4; 参照=wind_forest_guardians_encounter:actions[0]; event=wind_forest_guardians_encounter; actions=[CONV(value=""WIND_FOREST_GUARDIANS_ENCOUNTER"") -> BOSS(value=[301011,301012],keyRewardColor=""gold"",winEventId=""wind_forest_guardians_clear"")]"
"WIND_FOREST_GUARDIANS_CLEAR","システム","狼と妖精の体から、黒い風がほどけて消えていく。
辺りには、かすかな若草の匂いが戻ってきた。","","種別=会話; 行=1/7; 参照=wind_forest_guardians_clear:actions[0]; event=wind_forest_guardians_clear; actions=[CONV(value=""WIND_FOREST_GUARDIANS_CLEAR"") -> HEAL -> FLAG(key=""windForestCleansed"") -> STEP(value=3) -> SUB(value=2) -> LOG(value=""森の守護者が金の鍵を託した。森の奥にある風の神殿の石門へ向かおう。"")]"
"WIND_FOREST_GUARDIANS_CLEAR","風の神獣","守っていたはずの芽を、枝を、我らの爪が切り裂いた。その音だけが、耳の奥に残っている。","","種別=会話; 行=2/7; 参照=wind_forest_guardians_clear:actions[0]; event=wind_forest_guardians_clear; actions=[CONV(value=""WIND_FOREST_GUARDIANS_CLEAR"") -> HEAL -> FLAG(key=""windForestCleansed"") -> STEP(value=3) -> SUB(value=2) -> LOG(value=""森の守護者が金の鍵を託した。森の奥にある風の神殿の石門へ向かおう。"")]"
"WIND_FOREST_GUARDIANS_CLEAR","風の精霊","集落の人間たちは、嫌な匂いの人間に導かれるようにさらに奥、神殿へ連れていかれました。","","種別=会話; 行=3/7; 参照=wind_forest_guardians_clear:actions[0]; event=wind_forest_guardians_clear; actions=[CONV(value=""WIND_FOREST_GUARDIANS_CLEAR"") -> HEAL -> FLAG(key=""windForestCleansed"") -> STEP(value=3) -> SUB(value=2) -> LOG(value=""森の守護者が金の鍵を託した。森の奥にある風の神殿の石門へ向かおう。"")]"
"WIND_FOREST_GUARDIANS_CLEAR","風の精霊","風が止まったのはその後。私たちの記憶も、そこから途絶えています。お願い、まだ間に合うはず。","","種別=会話; 行=4/7; 参照=wind_forest_guardians_clear:actions[0]; event=wind_forest_guardians_clear; actions=[CONV(value=""WIND_FOREST_GUARDIANS_CLEAR"") -> HEAL -> FLAG(key=""windForestCleansed"") -> STEP(value=3) -> SUB(value=2) -> LOG(value=""森の守護者が金の鍵を託した。森の奥にある風の神殿の石門へ向かおう。"")]"
"WIND_FOREST_GUARDIANS_CLEAR","エリーゼ","みんなを助けます。風のプリズムも、必ず。
だから、待っていてください。","106","種別=会話; 行=5/7; 参照=wind_forest_guardians_clear:actions[0]; event=wind_forest_guardians_clear; actions=[CONV(value=""WIND_FOREST_GUARDIANS_CLEAR"") -> HEAL -> FLAG(key=""windForestCleansed"") -> STEP(value=3) -> SUB(value=2) -> LOG(value=""森の守護者が金の鍵を託した。森の奥にある風の神殿の石門へ向かおう。"")]"
"WIND_FOREST_GUARDIANS_CLEAR","風の精霊","ありがとう、風の踊り子さん。
強くて勇敢な皆さんに風の癒しを…","","種別=会話; 行=6/7; 参照=wind_forest_guardians_clear:actions[0]; event=wind_forest_guardians_clear; actions=[CONV(value=""WIND_FOREST_GUARDIANS_CLEAR"") -> HEAL -> FLAG(key=""windForestCleansed"") -> STEP(value=3) -> SUB(value=2) -> LOG(value=""森の守護者が金の鍵を託した。森の奥にある風の神殿の石門へ向かおう。"")]"
"WIND_FOREST_GUARDIANS_CLEAR","システム","風の精霊が仲間たちのHPとMPを全回復した。","","種別=会話; 行=7/7; 参照=wind_forest_guardians_clear:actions[0]; event=wind_forest_guardians_clear; actions=[CONV(value=""WIND_FOREST_GUARDIANS_CLEAR"") -> HEAL -> FLAG(key=""windForestCleansed"") -> STEP(value=3) -> SUB(value=2) -> LOG(value=""森の守護者が金の鍵を託した。森の奥にある風の神殿の石門へ向かおう。"")]"
"WIND_FOREST_GUARDIANS_AFTER","風の精霊","風は、まだあなたたちの背を覚えています。
傷ついた時は、ここで羽を休めてください。","","種別=会話; 行=1/2; 参照=wind_forest_guardians_after:actions[0]; event=wind_forest_guardians_after; actions=[CONV(value=""WIND_FOREST_GUARDIANS_AFTER"") -> HEAL]"
"WIND_FOREST_GUARDIANS_AFTER","システム","風の精霊の加護が満ち、仲間たちのHPとMPが全回復した。","","種別=会話; 行=2/2; 参照=wind_forest_guardians_after:actions[0]; event=wind_forest_guardians_after; actions=[CONV(value=""WIND_FOREST_GUARDIANS_AFTER"") -> HEAL]"
"TOWN_WIND_VILLAGER_3_AFTER","集落の子","…ありがとう。みんな帰ってきた。
風の気持ちよさも、失ってやっと分かったよ。","1003","種別=会話; 行=1/3; 参照=town_wind_villager_3_after:actions[0].else[0]; event=town_wind_villager_3_after; actions=[IF_FLAG(key=""windVillageFeatherGiftReceived""){then:[CONV(value=""TOWN_WIND_VILLAGER_3_AFTER_GIFT"")]}{else:[CONV(value=""TOWN_WIND_VILLAGER_3_AFTER"") -> ITEM(id=2031,count=2) -> FLAG(key=""windVillageFeatherGiftReceived"")]}]"
"TOWN_WIND_VILLAGER_3_AFTER","集落の子","これ、職人のお父さんから皆へ。お礼だって。
錬金ってのができたら、凄い防具になるかもって。","1003","種別=会話; 行=2/3; 参照=town_wind_villager_3_after:actions[0].else[0]; event=town_wind_villager_3_after; actions=[IF_FLAG(key=""windVillageFeatherGiftReceived""){then:[CONV(value=""TOWN_WIND_VILLAGER_3_AFTER_GIFT"")]}{else:[CONV(value=""TOWN_WIND_VILLAGER_3_AFTER"") -> ITEM(id=2031,count=2) -> FLAG(key=""windVillageFeatherGiftReceived"")]}]"
"TOWN_WIND_VILLAGER_3_AFTER","システム","「始祖鳥の羽」を2個手に入れた！","","種別=会話; 行=3/3; 参照=town_wind_villager_3_after:actions[0].else[0]; event=town_wind_villager_3_after; actions=[IF_FLAG(key=""windVillageFeatherGiftReceived""){then:[CONV(value=""TOWN_WIND_VILLAGER_3_AFTER_GIFT"")]}{else:[CONV(value=""TOWN_WIND_VILLAGER_3_AFTER"") -> ITEM(id=2031,count=2) -> FLAG(key=""windVillageFeatherGiftReceived"")]}]"
"TOWN_WIND_VILLAGER_3_AFTER_GIFT","集落の子","父さん、また布を織り始めたんだ。
今度は旅人の背中を守れる布にするって。","1003","種別=会話; 行=1/1; 参照=town_wind_villager_3_after:actions[0].then[0]; event=town_wind_villager_3_after; actions=[IF_FLAG(key=""windVillageFeatherGiftReceived""){then:[CONV(value=""TOWN_WIND_VILLAGER_3_AFTER_GIFT"")]}{else:[CONV(value=""TOWN_WIND_VILLAGER_3_AFTER"") -> ITEM(id=2031,count=2) -> FLAG(key=""windVillageFeatherGiftReceived"")]}]"
